requestedUrl,finalUrl,category,name,title,type,score
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","performance-score","Overall Performance Category Score","numeric","0.17"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","first-contentful-paint","First Contentful Paint","numeric","0.38"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","speed-index","Speed Index","numeric","0"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","interactive","Time to Interactive","numeric","0.12"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","total-blocking-time","Total Blocking Time","numeric","0.2"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","0.94"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","first-cpu-idle","First CPU Idle","numeric","0.1"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.02"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0.38"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","estimated-input-latency","Estimated Input Latency","numeric","0.14"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","1"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","uses-responsive-images","Properly size images","numeric","1"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","offscreen-images","Defer offscreen images","numeric","0.66"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","unminified-css","Minify CSS","numeric","1"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","unused-css-rules","Remove unused CSS","numeric","1"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","unused-javascript","Remove unused JavaScript","numeric","0.48"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","uses-optimized-images","Efficiently encode images","numeric","0.81"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","uses-webp-images","Serve images in next-gen formats","numeric","0.66"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","uses-text-compression","Enable text compression","numeric","0.94"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","0.45"
"http://sohu.com/","https://m.sohu.com/?pvid=000115_3w_index&jump=front","Performance","server-response-time","Reduce initial server response time","binary","0"
